,Date,Open,High,Low,Close,Adj Close,Volume,ATR (7 Days),RSI (7 Days),RSI (14 Days),EMA (50 Days),EMA (100 Days),SMA (50 Days),SMA (100 Days),Log Return,Percent Return,Cumulative Log Return,Cumulative Percent Return
0,2014-01-02,3.9800000190734863,3.994999885559082,3.930000066757202,3.9649999141693115,3.7405471801757812,26009200,0.0,100.0,100.0,3.9649999141693115,3.9649999141693115,3.9649999141693115,3.9649999141693115,,,,
1,2014-01-03,3.9725000858306885,3.9800000190734863,3.9049999713897705,3.9175000190734863,3.6957361698150635,25933200,0.0,0.0,0.0,3.963137173185162,3.964059322187216,3.941249966621399,3.941249966621399,-0.012052133322897727,-0.011979797257013702,-0.012052133322897727,-0.011979797257013702
2,2014-01-06,3.9574999809265137,4.0,3.9200000762939453,3.9700000286102295,3.7452640533447266,40949200,0.0,56.321897879296884,54.343867066493374,3.9634063047704586,3.9641769599381664,3.950833320617676,3.950833320617676,0.013312401788876686,0.013401406325751486,0.0012602684659789587,0.0014216090687377836
3,2014-01-07,4.010000228881836,4.050000190734863,3.9825000762939453,4.034999847412109,3.806584596633911,33328800,0.0,75.91550457836658,73.52627287569118,3.9662138946779746,3.965579393353492,3.971874952316284,3.971874952316284,0.016240162000123612,0.01637275020993756,0.01750043046610257,0.017794359278675342
4,2014-01-08,4.050000190734863,4.110000133514404,4.034999847412109,4.090000152587891,3.8584718704223633,30819200,0.0,83.30761873989795,80.85583482275476,3.9710682577332657,3.9680431707640738,3.9954999923706054,3.9954999923706054,0.013538743456432878,0.013630807250477606,0.031039173922535447,0.03142516652915295
5,2014-01-09,4.027500152587891,4.034999847412109,3.924999952316284,3.9375,3.7146036624908447,29217200,0.0,41.803282782398654,44.263111424616916,3.969751855469216,3.967438355501419,3.9858333269755044,3.9858333269755044,-0.03799900321051098,-0.03728609948618178,-0.006959829287975533,-0.0058609329570288304
6,2014-01-10,3.950000047683716,3.9774999618530273,3.8975000381469727,3.932499885559082,3.7098867893218994,21849200,0.08892863137381417,41.021516533569596,43.5669106818633,3.9682909939041124,3.966746504611472,3.9782142639160156,3.9782142639160156,-0.0012706773027701557,-0.0012698703342013395,-0.008230506590745689,-0.00713080329123017
7,2014-01-13,3.932499885559082,3.9574999809265137,3.8324999809265137,3.8399999141693115,3.6226234436035156,24333200,0.09408168403469785,29.22547001124103,33.17218633465261,3.9632599711694145,3.9642366711373693,3.9609374701976776,3.9609374701976776,-0.023802982601087742,-0.02352192602203207,-0.03203348919183343,-0.03065272931326224
8,2014-01-14,3.859999895095825,3.9674999713897705,3.8424999713897705,3.9600000381469727,3.7358295917510986,24182800,0.09885573734694944,50.68742679605459,49.87920455431582,3.963132130658731,3.964152777414787,3.9608333110809326,3.9608333110809326,0.030771690651569587,0.031250032984341924,-0.001261798540263842,0.0005973036710796853
9,2014-01-15,3.9774999618530273,4.017499923706055,3.9600000381469727,4.002500057220459,3.7759242057800293,17504400,0.09294775852011125,56.17823650162271,54.24233008242272,3.9646759709160535,3.964912129490147,3.9649999856948854,3.9649999856948854,0.010675145285449283,0.010732327945474962,0.00941334674518544,0.011329631616554647
