,Date,Open,High,Low,Close,Adj Close,Volume,ATR (7 Days),RSI (7 Days),RSI (14 Days),EMA (50 Days),EMA (100 Days),SMA (50 Days),SMA (100 Days),Log Return,Percent Return,Cumulative Log Return,Cumulative Percent Return
0,2014-01-02,19.845714569091797,19.89392852783203,19.71500015258789,19.754642486572266,17.296655654907227,234684800,0.0,100.0,100.0,19.754642486572266,19.754642486572266,19.754642486572266,19.754642486572266,,,,
1,2014-01-03,19.7450008392334,19.774999618530273,19.301071166992188,19.320714950561523,16.916717529296875,392467600,0.0,0.0,0.0,19.737625720454197,19.746049862096804,19.537678718566895,19.537678718566895,-0.022210692513174705,-0.021965851131231284,-0.022210692513174705,-0.021965851131231284
2,2014-01-06,19.194643020629883,19.5285701751709,19.05714225769043,19.426071166992188,17.00897216796875,412610800,0.0,22.073647139284233,20.727623706831977,19.725407894828237,19.739713650312556,19.500476201375324,19.500476201375324,0.00543820464292968,0.0054530185192551706,-0.016772487870245024,-0.016512832611976114
3,2014-01-07,19.440000534057617,19.498571395874023,19.211429595947266,19.28714370727539,16.8873233795166,317209200,0.0,16.477971214686363,16.01394094297231,19.70822106394381,19.730751869262317,19.447143077850342,19.447143077850342,-0.007177293673731362,-0.007151598412387994,-0.023949781543976388,-0.023664431024364108
4,2014-01-08,19.243213653564453,19.484285354614258,19.238929748535156,19.409286499023438,16.99427032470703,258529600,0.0,33.71367234531435,30.893615650326225,19.696498139829288,19.724386218366497,19.43957176208496,19.43957176208496,0.00631289226106965,0.006332860562550335,-0.01763688928290674,-0.017331570461813772
5,2014-01-09,19.5285701751709,19.53071403503418,19.11964225769043,19.161428451538086,16.77725601196289,279148800,0.0,22.648651427810805,22.27090282652142,19.67551501479826,19.71323853981544,19.39321454366048,19.39321454366048,-0.012852313450771436,-0.01277007516468065,-0.030489202733678174,-0.030101645626494422
6,2014-01-10,19.27964210510254,19.314285278320312,18.96821403503418,19.033571243286133,16.66530990600586,304976000,0.34484645298549105,18.912933648277146,19.28127093866459,19.650340749248766,19.699779781468322,19.34183692932129,19.34183692932129,-0.006694996038827583,-0.006672634484183759,-0.037184198772505755,-0.03677428011067818
7,2014-01-13,18.925357818603516,19.375,18.924285888671875,19.133214950561523,16.752548217773438,378492800,0.35997040417729587,29.487642013017464,27.454602246524118,19.630061306162993,19.688560675905812,19.31575918197632,19.31575918197632,0.005221499822395511,0.0052351556101453145,-0.031962698950110245,-0.03153912450053287
8,2014-01-14,19.222143173217773,19.526071548461914,19.2021427154541,19.51392936706543,17.085891723632812,332561600,0.36466843185202374,55.40909464910762,48.790449057590706,19.625507112472892,19.6851026301862,19.337778091430664,19.337778091430664,0.0197027096907363,0.01989808913387736,-0.012259989259373945,-0.011641035366655506
9,2014-01-15,19.768571853637695,20.007143020629883,19.7021427154541,19.90571403503418,17.428930282592773,391638800,0.3830320349537994,69.06322489733562,61.37857565442643,19.63649561924,19.689471172856457,19.394571685791014,19.394571685791014,0.019878290877161225,0.0200771797724133,0.007618301617787281,0.008436144405757795
10,2014-01-16,19.81785774230957,19.887500762939453,19.702856063842773,19.79464340209961,17.331680297851562,229278000,0.3572928829877432,62.71187369690324,57.09373126413869,19.642697493077634,19.691553791257313,19.43094184181907,19.43094184181907,-0.005595462101551838,-0.005579836660924875,0.0020228395162354426,0.00285630774483292
11,2014-01-17,19.695714950561523,19.716785430908203,19.282142639160156,19.309642791748047,16.907024383544922,426739600,0.37946543726655896,42.70473027686791,42.983166987089554,19.62963652439804,19.68399119720762,19.420833587646484,19.420833587646484,-0.024806768197220504,-0.024501608869605507,-0.022783928680985062,-0.021645301124772587
12,2014-01-21,19.32107162475586,19.645357131958008,19.30071449279785,19.609643936157227,17.16970443725586,328526800,0.3744907518227872,53.42720491311702,51.04315963350447,19.628852501329774,19.682518974216524,19.43535746060885,19.43535746060885,0.015416885130213807,0.015536338379982029,-0.007367043550771255,-0.006108962744790558
13,2014-01-22,19.675357818603516,19.903213500976562,19.56464385986328,19.696786880493164,17.246002197265625,379985200,0.36935916457857204,56.20473953239987,53.11638560910116,19.631516594630302,19.68280150701408,19.454030990600586,19.454030990600586,0.00443403714351727,0.004443882031700763,-0.002933006407253985,-0.0016650807130897949
14,2014-01-23,19.640714645385742,19.875,19.457500457763672,19.863571166992188,17.392032623291016,403239200,0.37623636138682287,61.35145352047046,56.8801153917709,19.64061677393861,19.68638110424137,19.481333669026693,19.481333669026693,0.008431939592724024,0.008467588521465785,0.005498933185470039,0.0068025078083759905
15,2014-01-24,19.78571319580078,19.843570709228516,19.45535659790039,19.502500534057617,17.075891494750977,429354800,0.3808046767732477,47.309311177581684,47.91265778773443,19.635200450806025,19.682739904831788,19.482656598091125,19.482656598091125,-0.018344769656578157,-0.01817752859740407,-0.012845836471108117,-0.011375020789028079
16,2014-01-27,19.645357131958008,19.814285278320312,19.491071701049805,19.66071319580078,17.214414596557617,554878800,0.3725773768442849,52.82860021531432,51.51936521523944,19.63620095060974,19.68230373237573,19.493130515603458,19.493130515603458,0.008079700687029847,0.00811242955573177,-0.0047661357840782705,-0.003262591233296308
17,2014-01-28,18.170000076293945,18.39285659790039,17.93107032775879,18.08928680419922,15.838516235351562,1065523200,0.5664438755868145,23.86326010927327,29.597681781660967,19.575537650750505,19.650758842708868,19.415139198303223,19.415139198303223,-0.08330251678600586,-0.07992723234156096,-0.08806865257008413,-0.08318982357485727
18,2014-01-29,17.998214721679688,18.120357513427734,17.807857513427734,17.883928298950195,15.658707618713379,502810000,0.5301661790744124,22.022326340069696,27.925412068949726,19.50920002911128,19.615772099268103,19.334549150968854,19.334549150968854,-0.01141742463062564,-0.011352493189579538,-0.09948607720070977,-0.0945423167644368
19,2014-01-30,17.947856903076172,18.08928680419922,17.739286422729492,17.849285125732422,15.628376960754395,678501600,0.5044282079880287,21.692960185918935,27.64168369139024,19.444105327017994,19.58079215919809,19.260285949707033,19.260285949707033,-0.0019389906896979123,-0.0019371120616608062,-0.10142506789040769,-0.09647942882609761
20,2014-01-31,17.684999465942383,17.911785125732422,17.626785278320312,17.878570556640625,15.654011726379395,464797200,0.4730812993343259,22.831211602166505,28.30483357576027,19.38271180661104,19.547084800731604,19.19448997860863,19.19448997860863,0.0016393616077766669,0.0016407060956173947,-0.09978570628263102,-0.09483872273048022
21,2014-02-03,17.95035743713379,18.133214950561523,17.832143783569336,17.911785125732422,15.683098793029785,401464000,0.448508423285449,24.28743875237963,29.098504243264443,19.325028407360897,19.51470262894944,19.136185212568805,19.136185212568805,0.0018560630646887162,0.0018577866159137368,-0.0979296432179423,-0.09298093611456648
22,2014-02-04,18.066070556640625,18.19499969482422,17.955713272094727,18.171070098876953,15.910120964050293,376681200,0.4248950155434987,35.39129855461643,35.13511933332245,19.279775140361526,19.48809604419553,19.09422368588655,19.09422368588655,0.014371891275506725,0.01447566344306117,-0.08355775194243557,-0.07850527267150531
